buy_times user_id buys
17 4172190 2565096,1838691,2385833,1477405,725087,2985660,2304425,666129,1312450,1808058,1808058,3069278,2017256,2348727,2317656,1334065,1924702
17 37337 3170277,2171616,1060388,1522727,2771228,2771228,2799931,2157287,1023200,2194869,1933431,590248,2097552,2628928,2655792,1730404,3160542
17 3094104 3174847,189965,2232359,3012753,1838175,447455,3127423,117780,1278837,302491,2713145,2837995,707454,3015794,3015794,1634379,1929026
17 921032 408955,381738,548264,3086376,2209533,2465133,675731,633654,675731,2984861,3071618,775928,2209533,27346,3112258,646153,1247730
17 3715052 110666,2969850,975871,2241523,3084242,299660,785107,305501,1193528,160467,3063818,273884,983716,795071,2236255,1045437,2251705
17 3582181 1204145,1200386,1053557,1238641,420311,792204,420311,418649,1276184,420311,101416,598943,1929929,897586,897586,897586,2764343
17 10943816 45862,96964,632257,245022,625295,1740878,2329112,2275555,3188554,1009262,898776,2185721,69762,2185721,69762,2467553,2467553
17 5940835 1016376,2675992,2675992,1017542,2178333,2730892,772998,1998432,1998432,2971346,1231359,2744712,796572,2245575,3194371,833258,180705
17 2608485 1042035,1885095,2703089,1885095,1230842,2775074,2233487,2960781,201390,2405458,2801657,2339534,1093544,1767407,1583174,1537559,1460405
17 1266477 951869,1578196,1578196,1108282,3127312,678037,3127312,48886,1170478,2215269,2053983,3168408,1170478,1155299,2690022,2377024,2690022
17 275096 3254795,563612,2323703,1863880,2154772,2172482,1911634,837156,61072,1772152,2132348,199139,249875,2975625,1192752,2693312,2694728
17 5965805 1601054,3034961,55907,3034961,701919,2979139,3269811,1934144,2298079,98455,1271179,2454047,903997,903997,3183968,2431269,55907
17 11855765 438371,438371,2263937,1409580,1409580,2374393,1479176,2281292,2487093,2487093,1688283,1688283,349432,1553535,2746371,851104,851104
17 1669340 1986470,1534788,2999447,2703996,64235,1950868,784612,2913136,784612,814058,2253816,948150,32567,946193,1463935,996434,1268532
17 12320616 1761187,1618078,1614705,1343744,3026491,1428646,300794,297132,2653134,2653134,2291180,1219324,681321,1687944,894232,3194371,2740023
17 9214483 658844,2786371,2439188,2424076,2532611,1014273,725246,1218677,1589378,1096907,683984,2946505,2086329,220412,2652468,2058929,3197410
17 6293861 826080,1317572,256833,37604,2303203,1878968,2943624,1878968,2081585,2019072,1969384,2726935,1549663,1955129,364173,523330,667639
17 5752932 129354,3165917,2858860,225432,3021353,1274531,1557,1557,2978106,2638637,2495283,111928,2543208,2895226,1752611,2671352,2000113
17 8112457 1595420,901335,1833048,2003130,39485,2916524,3034394,2898614,3034394,700622,1319977,1430657,346923,2668386,1908256,2119145,1327789
17 6224639 1086467,771088,2659193,2811991,1947706,575932,2532611,2526018,390022,2839452,2592512,839637,1410864,2271145,2341086,2341086,1291339
17 10352606 1041087,1308039,102699,941791,935079,2675506,2379948,2392950,63449,2528766,1334109,3061256,1052184,2714906,2021940,2747984,1655618
17 1422231 1110306,2526067,816729,1455811,2901997,1507490,1632244,1632244,1507490,711684,2434077,2717373,2300080,762513,2702114,695311,2540987
17 1221002 52409,52409,1975686,52409,1728201,126785,1677751,962789,1812724,962789,962789,1515509,2776125,3187243,345374,740724,1614655
17 4093855 2444699,838720,2075309,2972717,1010340,36643,231622,465211,460322,2306915,1794740,2975625,879514,2497890,414166,108234,1212260
17 743669 847046,868369,778955,999715,329631,426388,426388,1157918,426388,1234890,778955,2695734,161895,2482424,2780373,1361396,2869660
17 9184330 2619094,160340,160340,1194859,576893,576893,2726747,2495156,2136101,2136101,1445194,1680934,1992958,3029292,720451,2844279,2743491
17 10823594 1679294,2196421,1384468,3168014,2273306,1346818,2794855,2298661,895645,1975536,2416631,2505773,3238051,1523743,1824519,422100,2023108
17 2634259 422545,2639446,49395,2610123,2063238,193686,754613,974827,581994,581994,1017075,3077029,3215543,2789952,1094869,1301944,1180705
17 670279 3212005,32494,3101463,3101463,1597703,32494,32494,32494,2140700,2995890,1443327,1443327,2443037,2995890,2081780,2416947,403539
17 9452617 642060,2340650,745578,315813,2984606,256346,285336,13895,875873,2133518,509826,1518541,472815,3063408,131325,2276196,1983775
17 12084669 2817506,1255546,701987,701987,74124,701987,74124,1496264,2418560,701987,701987,1209405,2677109,3187678,720801,1670543,3014792
17 6031894 221816,524502,635476,635476,635476,982929,2645178,1473905,708061,708061,2931787,708061,708061,708061,708061,708061,1025780
17 2282924 1446246,2408633,662215,2248144,287314,2588661,1203054,203617,720986,2168805,270090,2324380,2253382,1563675,2966079,3055460,2625007
17 4944208 151601,2090236,3002358,1937079,516548,2178491,594406,1991482,1991482,438823,1291563,397442,1291563,1291563,1291563,397442,3169434
17 11520361 1180597,2613994,2263098,1037106,53941,3121930,3121930,2110580,1290868,3139257,2490282,377914,453851,377914,453851,349166,349166
17 9417737 2409801,1852493,1110284,52682,1500770,2171162,348349,1367821,1367821,2105606,985974,1791426,2099239,1791426,1791426,1791426,3269282
17 11980125 1662490,1691582,130768,1229212,2091617,827762,852931,1226285,1317055,2980714,2764555,2912000,171249,989515,147458,2613116,2775772
17 10270655 62753,1395242,2164790,3035779,2156102,2924396,725528,533051,1760030,2255238,1294588,1294588,1107015,1107015,1608783,1608783,426071
17 1995090 1070244,513451,2833059,2040639,3113265,76441,2328449,2065873,49233,1952742,956568,1886075,2161269,1886075,1510501,2252361,183378
17 11075776 2875552,1054495,1288708,935446,1956544,887479,2266088,629782,445272,2035747,445272,629782,2502277,2021063,3039970,2502277,2021063
17 3811825 1999988,1154192,1154192,222639,222639,2684643,2991387,1902967,1786566,2981990,862981,2892612,3198314,2108116,2989872,727336,2777754
17 10194540 1131257,1825016,432420,1197925,1197925,1197925,785502,1197925,1197925,1197925,1288777,1197925,1288777,1197925,1197925,1197925,1197925
17 6554800 577498,2249527,2123599,3100812,1929446,1929446,3046573,1949162,1887528,224867,500965,2985660,2985660,2986495,2986495,900331,858789
17 3545758 2649022,1307131,2517408,913284,2721027,2721027,1604966,2750746,586853,2935198,2267460,3226840,2192132,305248,1790250,2926719,1295838
17 2903813 208411,63663,1034168,63663,63663,63663,2232279,63663,63663,63663,63663,792906,1397174,63663,2184692,2184692,2184692
17 11350253 3131583,124342,2511422,2679684,1124902,1562873,1488294,807197,1586810,863815,863815,1833304,1299301,67786,722069,2986495,3198733
17 7342371 824459,1113115,274123,1415146,326043,2287934,662823,2408369,291580,1040844,2040868,2526018,285221,866844,286741,3153766,1070831
17 4352952 2850834,2181870,2181870,503468,1161405,546334,2685301,2958824,2958824,1277706,1739466,2396942,2017958,2958824,1161592,295893,2376852
17 7431689 2017563,2100485,1996868,1482049,3213417,1420152,1420152,1519650,1122882,201887,3095309,3095309,2464915,3223009,227206,1250055,2689178
17 1092949 2420339,2700159,9397,2376336,9397,2659466,2972717,9397,2955063,1346393,3042818,2179239,292782,2939723,1978541,1060881,1633829
17 5112608 2909364,1866291,29688,172563,1520590,2963074,137625,172563,1843447,2450713,2786149,2864469,1733185,500396,3103352,38341,749468
17 2718406 834936,405226,591885,591885,400767,2864404,1645722,2510261,1701938,1724152,13840,403609,2987092,1956812,1495209,3138459,1822552
17 10975890 2085665,1505610,1051938,840607,1112540,1836464,259150,2239343,2239343,2193515,1353187,1087769,2081204,2593717,1317913,1065276,2730894
17 4222057 512850,1873567,534541,2612141,1045520,465806,1402387,3088122,2653134,499800,173511,1885095,1654151,1885095,1885095,660839,1381787
17 9298029 1848907,1430798,2313010,1142137,551030,157885,410942,1522009,863262,2937156,2932393,272449,1327218,1327218,1074775,1772869,1208874
17 5023753 794209,43712,2441114,2441114,2421018,794209,1680425,311962,309284,642642,1763268,388409,2189053,3171229,1215731,2670403,705228
17 11331665 1396285,1135100,2315305,2055353,1052424,2987805,3260717,460322,945057,393515,2408535,3110671,2205762,282099,282099,1209764,2839811
17 8850068 3266499,1142786,2131509,1004601,2797742,2715997,1248902,375915,1878735,29688,2824380,148584,2260237,2224039,2977754,157711,87390
17 12272833 413779,2437411,3003177,1290990,1420782,1348472,1420782,2931045,2931045,2528956,2337796,1617051,1238047,642378,642378,1464005,2337796
17 11570271 1307108,739005,863013,1890391,2361562,2634602,1390144,2140802,2209447,2624138,1735849,3246508,661076,842959,661076,438254,1322920
17 1520312 87143,3037853,2244882,426308,2031591,2031591,1384468,432513,1536321,594247,2506979,3014828,2936664,2396606,1482780,698818,2214553
17 4212344 1824281,1824281,1045520,625801,106724,1169818,1169818,3055971,1001682,2816218,1555389,2184542,228929,1381787,1527386,1836186,3139999
17 3737985 526502,1264076,2230213,1071127,721224,999269,2640593,2640593,2434077,464169,356920,2229595,1094763,2359453,1069951,127317,2548916
17 11685321 595185,1994233,3063916,293098,493966,2146702,2686553,172393,2848214,1740186,270335,2514725,1830034,1911858,2514725,2514725,2467553
17 8766792 1795682,1934144,1934144,1269936,1269936,1929223,1945060,1945060,2820791,1850014,2184395,476748,1879345,1879345,6285,1840355,1142967
17 3718698 3048229,1809470,2719231,1190436,92778,92778,1190436,1443751,384141,1668893,455696,455696,1801527,952602,1512762,2596121,2325576
17 5488104 2156065,1004809,1671311,1695395,1342132,2465319,3237954,234366,2434300,1674866,2335764,1083111,2293875,3087875,1897861,2283505,1897861
17 8093057 2025147,3160209,2282363,1579389,2297339,1666752,368314,1444831,3014488,3119080,439975,3049008,2885624,374303,1825668,1980862,1980862
17 2443550 1376788,840393,2208057,2430592,2714153,631593,2555466,2454225,2507809,508817,255033,1306170,1869309,1236084,2194365,3212107,1820221
17 620434 2248624,236397,1005719,1371592,1304961,1547383,186318,186318,186318,2341755,569148,2921698,2921698,501774,3068906,1943329,977572
17 11338240 1112060,408854,2413670,660546,1705562,1214168,2579732,1326869,1915343,3150233,1189219,1189219,2236015,2236015,2376628,392519,1706442
17 11658532 1262568,2097680,94998,1920187,1956544,2051278,601912,2952218,299627,1479189,403370,2450345,3046573,2082721,2966079,729962,2694779
17 662611 823096,1432539,1422165,1422165,3267752,2036213,1055796,2367109,170595,734501,720451,3145991,1571344,864383,779699,864383,2454187
17 671546 2233736,2233736,1797438,1797438,359991,359991,2073775,1102674,1042901,1602222,1042901,1602222,1602222,1454328,2796084,2796084,1454328
17 5480952 2115775,1732321,2323533,2009096,2137051,3055571,1374564,3137535,3137535,28408,1328816,28408,178616,162351,779237,162351,1058655
17 5287357 1370124,1469992,2303897,1765857,1552542,1057142,1612356,1552186,1840429,1012670,1553599,2913986,93245,1930935,2291118,2828433,3001847
17 11925101 1417638,1696471,2317141,1091703,1091703,836351,1306170,968480,968480,158541,736223,1673990,1027362,2606646,405949,1499379,1521333
17 5384559 428695,2659716,2659716,2719051,3088122,913284,491115,1135452,3037853,1135452,797117,221236,3065763,784612,2771653,3065763,1805314
17 11417037 480331,1134497,1134497,1506388,1506388,285742,3203843,3203843,173274,714317,740935,2940788,2021361,2770655,1778495,3015794,3015794
17 9608673 2448861,601912,2614859,3191615,2180510,2614859,2223838,1322655,2300307,1043418,1020188,2692854,3179695,2307272,2642530,2642530,773095
17 97793 209855,1542503,3177270,324155,466939,466939,1938152,2217137,1151094,1151094,1151094,2624004,2759375,2619155,1141139,2513615,1200360
17 8337161 3129683,2877582,1441873,2764277,375927,3266801,3231666,2066534,623093,1532345,3249570,2707552,2419652,62052,2943991,2578525,1082691
17 12670289 1719951,2794480,2794480,368892,1332182,3114922,3027713,1657963,3089968,2208974,1202643,2208307,1352844,2272898,2208974,2925587,3237824
17 5381894 1783979,2608104,1572394,1425869,2886783,727881,1681247,2252346,1382306,400430,1671273,3262347,269747,3250312,1750951,2394224,347175
17 11740 2350949,2587406,2673113,1005719,1181533,291466,2839923,987883,1241527,159779,3053147,2181406,1044984,382662,2074630,1294052,1267295
17 12732154 1195000,1549979,1916216,3053147,226824,1843374,589796,1146886,576475,1918077,3176338,1984999,244728,802176,2034744,1818867,214214
17 930794 1575526,2123900,2905820,2905820,2477595,1789655,1629231,1592688,2417426,2417426,2643625,1197003,1911195,574126,3080817,1829351,2686772
17 8905345 2677874,805437,2210091,1604350,1038832,1457684,2377261,1841600,822051,2664940,3193461,1934636,1638227,626821,1934636,1517871,899063
17 6234849 1197258,931157,931157,931157,1964921,2210091,2210091,2377096,2075305,2377096,1232564,1232564,1035408,2770193,1035408,2770193,2560213
17 8235156 281315,2949716,2949716,2741838,2741838,3046266,1201630,2067578,64566,571507,2194066,571507,1929269,1226378,658572,3058724,869304
17 5811195 1970969,1970969,1368587,939644,1968150,2935588,752130,1691304,1386200,1030850,1030850,1676016,2372409,1676016,1310846,1563102,850801
17 4392953 3008613,2806084,3008613,1541256,2287909,699615,2929999,2095516,789243,2040868,977073,2396606,3134876,146939,3134876,3134876,1226378
17 9895875 1970206,200231,323523,323523,1970206,200231,3127600,533401,334930,2415767,1271179,21888,186318,2262608,917196,3127600,273108
17 4643286 729421,2270202,2524151,2984220,2969613,1331321,1402077,2789099,818404,895724,776950,454518,2676437,433809,2298256,2705303,2569704
17 6912955 804706,1119428,1119428,648814,1119428,2355934,762388,227177,1810120,498279,1733635,1733635,2017425,1114486,2793774,2047318,2047318
17 5294810 1757340,2054003,962650,919907,827056,573551,2765664,573551,662215,165985,706477,2825007,877446,2990668,1235859,187359,2816406
17 7599376 2140288,2141845,2141845,2141845,1597755,100110,2141845,3011004,1787741,1787741,1604150,1546139,1727574,1727574,442996,442996,442996
17 12097589 424140,896864,1959146,448727,2088811,829641,1306092,2426380,2343782,2389910,793541,714413,1285704,714845,1860287,1064771,1064771
17 10179865 2190772,2602336,2652716,2848878,492896,2909170,45889,995498,514772,722748,3134663,3070353,343844,343844,1746964,605547,457697
17 5548163 1405178,1656785,2636679,2481112,2990330,1170744,1988617,380961,2889171,748763,1350783,913565,458777,1378715,816070,1821087,1957833
17 162430 1584756,2577675,2672087,2869796,2290262,606604,2700364,2552007,778715,585401,2166056,2071448,1665006,1399134,2975797,1845042,2660384
17 10031284 2591433,2097735,2698834,2907022,2907022,2591302,1750172,3019437,1146902,3123560,60002,529569,1581207,239336,448952,239336,1798123
17 10666873 2790107,333676,481338,59101,3013684,1362463,59101,819162,2885176,2560714,999702,750463,2561692,1037889,3148369,2901290,3266801
17 524617 1599105,1998427,3052744,2491358,1599105,2990434,2689483,2689483,1976167,327743,22544,1960936,553537,2584423,1639934,1637879,1637879
17 4216972 646675,192809,1518477,839992,2783836,172438,172438,172438,3182792,945936,172438,180484,2319752,640430,1340821,2879258,3039856
17 7579107 2351762,2014687,2014687,1232575,3234136,533860,827022,502139,502139,2881904,536600,2089260,1078728,2530398,2530398,2172482,1692282
17 5295950 139124,1067159,922293,786877,1005719,913284,474701,1004254,2309681,889225,1056306,283432,1195397,3255122,1932987,1438158,1795904
17 1855832 439198,534541,534541,2715997,2715997,971173,1394136,1479189,2415763,2415763,1279167,2923759,2923759,1581813,2804788,1336923,1993831
17 11751085 2990112,948150,2953180,2046041,1045520,2046041,3187009,2212219,3187009,2027398,2609555,1711824,910128,3101150,2717928,2139022,2303589
17 5019038 1418974,3042851,2971863,3042851,1695805,3042851,648142,2467514,2069254,2657916,2900670,648142,2900670,2069254,2657916,2467514,1960773
17 2334063 2788788,1248545,1941387,690948,1486677,2863982,1494430,1762423,2332386,2950214,2748950,2950214,2669871,2898537,2950214,2748950,2802155
17 4427876 3079702,2335898,2343119,495466,978903,1650282,2351506,2109832,2398990,1958340,1497039,2963558,1858220,936418,590248,1211318,2401470
17 3563330 2192369,2192369,2272822,1376048,2781041,1227999,2177564,290971,1163480,1462953,3139227,3139227,696579,546724,170166,404016,962324
17 1691045 218661,1020466,492413,3185945,476937,1175762,1703776,1175762,1286520,550490,1979214,1284017,886272,1065401,2896841,2011534,1818936
17 5099118 2965928,2166086,396455,1218146,2692854,2332766,2880532,2479457,167623,2869339,1598761,2415408,2415408,2232925,910040,99495,2891681
17 10457924 1206692,582573,582573,582573,770521,983290,2621326,609430,365543,35317,3032668,1341896,791728,674374,829530,2176139,2642259
17 5116794 701869,3105230,2261826,1637031,732738,884960,1005719,2351291,841578,1180458,1180458,90190,1982640,2491498,2243167,3233301,120101
17 12689560 1714501,1136676,2304425,74098,74098,2304425,3115987,1529859,1529859,2304425,954621,2304425,2589504,2304425,2270828,2304425,339059
17 6791172 1486572,363707,516311,206071,2376336,1672397,326440,780854,3232307,3232307,2055685,1701126,1330886,2870446,1652334,536873,405949
17 6779504 1079040,1079040,72197,2211951,3254453,693329,1624460,1577835,3113265,3011850,2494103,3137140,2216689,1366219,3137140,3137140,375927
17 7045133 2239734,39479,2263503,13214,2507809,2656488,1802062,1400620,2713145,1884095,9554,484578,887687,1834132,1153654,762256,2399829
17 8839728 2932668,2901256,1947628,127460,487364,2685552,1525757,2441375,797117,2918761,1220364,2235348,2441375,3237824,816070,1873567,797117
17 9947506 3066246,1632642,1330018,1714713,1572394,2050064,2062722,1224459,3122494,447162,1674869,421399,2308802,1353244,762931,762931,2292485
17 12686755 3088850,144770,1675267,576893,1406284,1201144,649357,791670,3078188,1282726,1231387,1006861,650608,23649,2582073,1110922,2035885
17 11931427 3214219,762884,1917312,1055395,2136624,2343430,421240,845080,52187,1821367,1090003,2244786,239949,174565,2816386,1753479,1948974
17 2444375 3165917,1617179,3052267,1617179,2686802,2055492,3037853,2020389,64235,2405361,2405361,2405361,2805655,2790802,1110306,2060520,3000827
17 348342 563612,1722873,1722873,1722873,1722873,809228,1722873,2088837,844272,844272,3266036,3177680,3124041,652692,779048,1160276,1337748
17 363309 2990112,1485126,651765,2513967,2320772,2438148,1438405,1613462,639775,1626675,3122423,2997529,2987569,2379188,86153,2525706,697447
17 6293364 1177104,353511,1609993,2990112,2682853,960802,2368954,3264803,2987872,2852136,2852136,121800,121800,1580613,1747571,267922,631231
17 10520262 1580535,1604934,2230706,634035,209141,1188956,497530,2230402,612516,612516,2924124,2743367,1158359,712025,594262,1546245,273907
17 1087093 2899823,3022841,1943685,232871,3265813,547395,2471877,1027731,2734817,3100756,2877888,746651,44070,1282903,1280729,1054587,137311
17 9555716 895212,1712351,2087168,884584,2312053,884584,884584,1485731,818968,38341,112499,1822972,1060574,899739,3000790,1578835,1083509
17 8938752 1611436,1487445,2587406,1867211,577498,2547973,2587406,2245319,2895446,1836451,1836451,409406,599252,931688,1983173,926442,318487
17 3467837 1559293,1397020,192116,896274,2450713,534549,2450713,2330277,1384245,1384245,1286451,1286451,134950,2625668,2208931,2046368,1737497
17 4659889 2012995,523619,2815603,1385863,3082269,1016200,1502389,1616689,2068019,1757344,937167,2801245,1019405,609183,3058796,570832,1791542
17 4575530 1147466,1222259,1591805,1147466,2934577,24667,819541,2880805,1979781,26714,2075442,2940580,3127351,3102081,26714,1582505,1980201
17 967808 555595,955142,1517007,652270,1887519,652270,652270,1946732,2403515,1374529,1149132,2403515,2852951,93429,118214,93429,390049
17 9484279 2092738,377537,1475397,1553404,1305900,1305900,948427,2033128,1878073,2814750,902498,1878073,1406178,2233003,175898,1406703,1406703
17 6860034 664585,1873641,1506068,2342911,1296045,1100960,451301,778715,2757864,1247295,3041653,378353,1065357,1568052,2642775,111356,2943991
17 4538189 1393203,1173733,346597,1343585,1980996,512727,1603382,1742253,155343,367479,1603382,2180121,2259004,2828865,1856341,114635,1503208
17 9447229 1820045,3150562,1673990,460636,1500086,515755,516021,2248632,1234017,820102,820102,153400,331833,734119,820102,2114223,2778506
17 8092460 1604569,251104,672624,3041353,2985660,751898,2602287,1227800,2391846,948471,1963773,1963773,1374585,2658429,2225200,2891032,2635924
17 9193281 729421,887572,887572,409073,1563551,2839923,2737439,2156523,2518753,948150,308488,2628046,1087769,937917,2003803,2889171,2629793
17 4834600 589539,2179884,1210259,1487778,1296461,805066,3116072,3137920,126490,1963514,2310457,42741,794114,2759177,1825097,270146,191658
17 10229104 2211576,1428646,506767,1980255,2226157,1165953,2773811,2340032,660081,449010,2982963,2094109,2663227,2949474,2211576,2128701,2054077
17 12703280 2960248,158936,2602872,363376,2928580,172563,3105040,2713145,2262826,1158479,1169978,2899834,1447842,2217008,2074239,316341,2074239
17 10126858 3254795,235462,930436,2578787,3088850,1592996,1445438,1840239,308666,3257683,1177704,2102775,627813,2373901,937167,166027,3115476
17 4277131 236397,3099031,1905203,3126071,1905203,574381,2386416,94020,982460,982460,1896744,3215310,1773990,1267655,3048339,592528,2380158
17 9849283 994660,324464,797117,2831243,2831243,53941,2816517,1968451,2449817,411538,2851976,2392008,2889067,1823708,1034741,3229218,3229218
17 7973356 2817196,1029388,3204103,947120,2016609,1276405,1031626,1572155,907949,362503,2215189,1572155,1572155,2467553,2467553,108234,1482271
17 3958491 3186111,3186111,740857,2765664,2784452,1535336,1928512,1679462,2545790,1934144,2204472,2544281,680173,980734,3046776,1523495,1619760
17 395885 1095740,1095740,134847,1980529,1843047,2732140,1035420,2918841,3031813,1327894,948150,2846211,1417239,204359,1035420,1820221,1820221
17 10998215 253495,1897145,2178887,1784374,1186519,2450713,2813330,2747455,2830226,1850711,1717463,1191216,950402,2119333,140536,2602398,2986495
17 1399585 458638,1918109,2544859,2667087,2415445,3074327,2450713,1934144,2450713,662215,2181202,841392,857892,424222,2450713,2636776,2233494
17 3406836 1779008,1022759,1022759,213181,1747013,298584,2413670,1544802,2243977,3075845,770102,803777,2214500,711199,2492802,1589173,1138386
17 7301633 1240262,2779365,1240262,2779365,962650,2589504,2589504,2589504,2099873,2563417,1323849,2362116,1448115,1448115,2265637,1794001,1672538
17 2236134 2253902,1075681,2467514,2803576,2120754,3170357,768852,3234864,3256836,1454328,1061239,1090195,2259070,482776,578131,206235,2525038
17 11676541 3122954,3122954,3091919,481181,1850840,987525,2918761,1836541,1051519,1978541,1978541,1972043,2018903,1497774,726787,1312505,2352139
17 4803088 3041996,2617481,3097096,2742733,419620,875574,1237118,2793627,3091406,2464963,2464963,3091406,1237118,1237118,221601,902806,1633829
17 1155041 3239451,1590012,475291,1975014,1992858,1470855,1272555,2666979,3187521,183301,2888698,760443,100989,2428784,146285,2167207,993088
17 11951136 2978686,2978686,1956544,2694469,2932233,288519,375079,2093836,1908409,2875546,3023154,2102195,2765401,2546339,1603511,346114,129536
17 3701476 1325044,1027731,1691457,1691457,1848716,2734817,2163226,2246885,2272981,2272981,502057,717476,1868813,1868813,410972,1588428,3227
17 16020 910055,1736799,1916657,3203822,3734,1452470,2430775,750919,1153819,1153819,1590772,2660384,2661460,708277,2344939,1406876,967208
17 2720302 2913986,2115775,1300944,2266088,2027034,3120131,2910218,2027034,2892023,3240967,534754,1164614,2507809,1444366,224867,767147,992286
17 9747146 1473517,2905816,1030229,1030229,1473517,807815,1621732,147395,634060,634060,2640768,1320675,774998,1320675,2708844,2712847,2712847
17 3772915 1065289,1013666,2355548,1271179,2816624,637298,637298,2419951,809463,2419951,637298,57947,2644020,57947,1496431,1390001,1390001
17 9461796 2014879,1190274,1972970,3034075,1817603,2263061,2552248,3175712,3215358,1154844,34910,2400177,2491498,61567,2397048,1504564,1302876
17 12062724 1671898,478625,1656785,1656785,2772878,289134,1208182,175998,175998,2008182,203242,175998,175998,7126,2949815,2314045,2560885
17 10801580 2715749,2602874,1143972,207468,2204314,207468,647708,2204314,2204314,647708,647708,647708,647708,647708,120101,175328,2767094
17 7744504 3110193,139384,1397071,405167,93324,1271802,2241932,1968175,1477724,2075094,827520,863627,816070,433145,3228362,219294,992265
17 2894117 3119004,3217452,2508943,3181873,2142527,2069369,2516685,2310754,1208701,3191168,2272372,2272372,3088267,179711,1921586,853718,853718
17 3851196 2075246,2540285,2745433,3237819,915753,3145961,3037853,3037853,2024789,2092462,3010047,1541715,1307131,3069663,896445,43573,2467553
17 7400936 1826689,3037719,3037719,3220201,2327638,1220848,3220201,524155,2629553,3166922,47629,1902227,1902227,1564538,1098809,1098809,1313982
17 11069993 1025229,946981,2349358,164587,2806994,2917875,2927585,353039,2873860,2120137,2153701,118891,1215669,2376336,2296438,2475969,2253156
17 1969006 3094277,946981,1822733,735817,346114,1072946,2430592,44281,2994586,1169978,773789,1241761,2794671,840094,2416997,106568,2794671
17 10681006 202363,562088,2193857,957606,1993842,1897598,1941811,1554313,1554313,2188018,2342720,29537,1247355,2668006,3015794,3113455,3069701
17 8031620 2260386,204845,61455,61455,1267295,2770091,704210,1859687,1172637,304512,1817137,1817137,1817137,1544802,33774,2403033,1080691
17 9473115 2641533,93931,3033606,1012905,1011365,1545428,1545428,1011365,1447341,1598517,1416169,617146,858547,1598517,1867,2188188,2249481
17 7492931 3156864,593852,1172327,867694,3043951,1592996,3172035,133098,968665,1988296,3146750,2154835,1704758,2534898,2950646,1644813,1270489
17 6088917 370256,2726684,454928,1918437,1380910,1380910,1380910,1869500,42795,1575917,1795974,581520,113013,368393,113665,143018,2877656
17 7743125 2918222,740551,321093,740551,1440766,321093,493309,321093,2177564,2473897,1969846,356179,1409977,489245,99463,1539590,2080461
17 6668037 1693559,2503108,858047,1758751,3020224,151601,3182374,2905977,2578655,772998,1362046,2578655,2334295,1609759,1721483,576475,468003
17 5845689 1154571,1867084,1102688,2210205,1275620,1588708,1732356,2949622,152351,1681247,2936778,835317,2152995,999301,1913499,2578525,43432
17 9072942 2273584,3096775,1625047,166179,844326,1664703,1568426,1568426,1258634,2243940,2140098,3096957,574891,151863,3113229,694810,834741
17 2626052 1688484,2971863,2971863,1760812,1760812,444541,28880,2392895,1659761,2482297,2482297,655192,1631428,335065,3241007,1867988,86768
17 3038894 1586696,910279,2114729,2231531,1345388,1345388,2880532,3269811,124177,1004207,1948892,2494534,1515722,2039731,2625012,2514704,483461
16 9543871 2293929,2782132,1802160,1919190,2293929,1174963,959999,1059877,627790,216292,862981,2113952,185202,1639764,2960096,399928
16 8195507 1849847,1130495,1899761,2422711,2422711,935064,1561823,1233216,1233216,1233216,983751,3212107,981065,1161592,2400763,2777307
16 363265 1942943,1330651,1189791,2889627,2286838,981037,1268148,171914,1663696,2333038,97378,1699148,1395072,1395072,1994156,1181032
16 4779493 221068,782028,2397987,2472325,782028,782028,113338,1184534,1897066,1488436,2208930,1211318,413222,1814689,2748884,1028278
16 8557807 257525,554007,1314293,3253209,1578,1847771,1198506,2807260,2948424,847560,2753569,2344340,1327021,732738,2900494,862807
16 10620355 1771707,256346,963797,1538013,19984,320444,49048,2589751,3123941,1722241,491462,1050040,1452869,2514704,594798,441921
16 223491 1731782,871306,2811658,148106,1369963,1480586,458390,1608466,464694,3000790,1911858,1389417,1466039,2830988,1739957,961927
16 12433713 1755027,2559157,812851,3134292,2952550,305255,629814,597925,1072160,2775549,1060574,2774633,1288482,1632492,3237824,1338553
16 10921364 734161,319690,2092377,862443,2737439,3264729,103111,3005472,2746484,3005472,1120604,294463,899063,899063,816070,2277700
16 352968 1521836,2120864,2954992,512850,2532392,784406,2954992,1521836,2120864,512850,2038276,1396938,1396938,1521836,1396938,2062408
16 12112244 1532445,350489,734868,2443455,730579,2009332,496820,409824,1504527,1504527,278766,273147,739634,885686,1295432,720295
16 717630 2713145,2713145,432603,2350949,2713145,1844138,81608,201390,684331,821853,2375183,1918760,1768683,3000790,2943991,62052
16 7059400 1729635,2558951,1766014,2852516,2852958,1599334,2578356,933142,2213581,2875681,2875681,49300,49300,2407528,2426374,514457
16 6869516 2630557,1531353,342422,342422,2630557,1382723,342422,3200065,3200065,79449,2099731,1381599,516311,2099731,2840325,2599700
16 2214456 297955,1817137,397202,635036,873667,59759,2458345,2789623,2789623,1947628,339804,2936022,1513271,2733387,2105761,2747786
16 4808183 2103076,1876660,291120,1497406,1497406,1466262,1607297,1607297,2984620,2984620,2181862,2035457,1846286,1387294,161274,74326
16 3830483 2594728,2428297,1323525,2546008,1676250,1498405,1740776,2381208,529012,2918980,874742,1432310,2804999,3023438,3097203,1733578
16 1867024 718726,2680335,2918632,904037,2384142,2574774,2574774,3140392,216991,1928158,3080457,2390078,2923625,3244749,422523,2588267
